docno,text,query_id,text_clean,text_lemma
2045434534456627390,"Iran has lost a lot, but to be honest, no one has won.

Nothing is right until the regime is change.

We want to see the people of Iran win, we want to see their freedom win.",MB01,iran has lost a lot but to be honest no one has won nothing is right until the regime is change we want to see the people of iran win we want to see their freedom win,iran lose lot honest win right regime change want people iran win want freedom win
2045434491615817848,"FULL REGIME CHANGE IN IRAN.  WE WANT REZA PAHLAVI. Trump lost and caused 50,000 in Iran by IRGC. IRGC has won because they have stayed in power. They are now more ferocious and dangerous than before.
Shame on you Trump. You betrayed 90 million Iranians.",MB01,full regime change in iran we want reza pahlavi trump lost and caused 50 000 in iran by irgc irgc has won because they have stayed in power they are now more ferocious and dangerous than before shame on you trump you betrayed 90 million iranians,regime change iran want reza pahlavi trump lose cause iran irgc irgc win stay power ferocious dangerous shame trump betray million iranian
2045434489325998564,Trump's trust in Iran is a desperate attempt to save face after failed regime change efforts.,MB01,trump s trust in iran is a desperate attempt to save face after failed regime change efforts,trump s trust iran desperate attempt save face fail regime change effort
2045434295410462920,"Regime change in Iran by #KingRezaPahlavi‌ 
There is no other solution",MB01,regime change in iran by kingrezapahlavi there is no other solution,regime change iran kingrezapahlavi solution
2045434225814274125,"FULL REGIME CHANGE IN IRAN.  WE WANT REZA PAHLAVI. Trump lost and caused 50,000 in Iran by IRGC. IRGC has won because they have stayed in power. They are now more ferocious and dangerous than before.
Shame on you Trump. You betrayed 90 million Iranians.",MB01,full regime change in iran we want reza pahlavi trump lost and caused 50 000 in iran by irgc irgc has won because they have stayed in power they are now more ferocious and dangerous than before shame on you trump you betrayed 90 million iranians,regime change iran want reza pahlavi trump lose cause iran irgc irgc win stay power ferocious dangerous shame trump betray million iranian
2045434129290801442,"FULL REGIME CHANGE IN IRAN.  WE WANT REZA PAHLAVI. Trump lost and caused 50,000 in Iran by IRGC. IRGC has won because they have stayed in power. They are now more ferocious and dangerous than before.
Shame on you Trump. You betrayed 90 million Iranians.",MB01,full regime change in iran we want reza pahlavi trump lost and caused 50 000 in iran by irgc irgc has won because they have stayed in power they are now more ferocious and dangerous than before shame on you trump you betrayed 90 million iranians,regime change iran want reza pahlavi trump lose cause iran irgc irgc win stay power ferocious dangerous shame trump betray million iranian
2045434094696251699,"FULL REGIME CHANGE IN IRAN.  WE WANT REZA PAHLAVI. Trump lost and caused 50,000 in Iran by IRGC. IRGC has won because they have stayed in power. They are now more ferocious and dangerous than before.
Shame on you Trump. You betrayed 90 million Iranians",MB01,full regime change in iran we want reza pahlavi trump lost and caused 50 000 in iran by irgc irgc has won because they have stayed in power they are now more ferocious and dangerous than before shame on you trump you betrayed 90 million iranians,regime change iran want reza pahlavi trump lose cause iran irgc irgc win stay power ferocious dangerous shame trump betray million iranian
2045433390967517552,"This is social media. Grow up and stop trying to be a victim. If you think that there has been regime change in Iran, fine. I am not trying to change your mind.",MB01,this is social media grow up and stop trying to be a victim if you think that there has been regime change in iran fine i am not trying to change your mind,social medium grow stop try victim think regime change iran fine try change mind
2045433237086904829,Bull shit. Trump lied. You just destroyed the country and left a bunch of murderers in place. TRUMP LOST. FULL REGIME CHANGE IN IRAN.  WE WANT REZA PAHLAVI,MB01,bull shit trump lied you just destroyed the country and left a bunch of murderers in place trump lost full regime change in iran we want reza pahlavi,bull shit trump lie destroy country leave bunch murderer place trump lose regime change iran want reza pahlavi
2045433045063258122,You're just making more and more people realize a regime change is necessary and must in Iran.,MB01,you re just making more and more people realize a regime change is necessary and must in iran,make people realize regime change necessary iran
2045432710177366207,It’s easier to justify I guess bringing the troops home if we do regime change in Iran maybe like in Syria in 2024 I guess,MB01,it s easier to justify i guess bringing the troops home if we do regime change in iran maybe like in syria in 2024 i guess,s easy justify guess bring troop home regime change iran maybe like syria guess
2045432616703098970,Bull shit. Trump lied. You just destroyed the country and left a bunch of murderers in place. TRUMP LOST. FULL REGIME CHANGE IN IRAN.  WE WANT REZA PAHLAVI,MB01,bull shit trump lied you just destroyed the country and left a bunch of murderers in place trump lost full regime change in iran we want reza pahlavi,bull shit trump lie destroy country leave bunch murderer place trump lose regime change iran want reza pahlavi
2045432583836598399,"A good point. 
Iranians want a complete regime change in Iran under the leadership of 
@PahlaviReza
.

#KingRezaPahlavi‌ForIran",MB01,a good point iranians want a complete regime change in iran under the leadership of kingrezapahlavi foriran,good point iranian want complete regime change iran leadership kingrezapahlavi foriran
2045432568154042718,If US didn’t change the Islamic regime in Iran they’re telling other countries they are not powerful.,MB01,if us didn t change the islamic regime in iran they re telling other countries they are not powerful,didn t change islamic regime iran tell country powerful
2045460719932506578,"The final chapter is where Blendi’s perspective becomes most visibly shaped by his own position and formation. Born in 1969, he came of age during the collapse of the communist regime and was directly involved as a student activist and co-founder of one of the first independent",MB02,the final chapter is where blendi s perspective becomes most visibly shaped by his own position and formation born in 1969 he came of age during the collapse of the communist regime and was directly involved as a student activist and co founder of one of the first independent,final chapter blendi s perspective visibly shape position formation bear come age collapse communist regime directly involve student activist co founder independent
2045458769492979802,The regime is fracturing within. Collapse may be near.,MB02,the regime is fracturing within collapse may be near,regime fracture collapse near
2045457126177345798,"The mullahs were just the latest regime put in place to keep control of the world's energy markets, another control mechanism utilized by British imperial globalist interests. Opening the Strait will lead directly to the collapse of British hegemony over the planet",MB02,the mullahs were just the latest regime put in place to keep control of the world s energy markets another control mechanism utilized by british imperial globalist interests opening the strait will lead directly to the collapse of british hegemony over the planet,mullah late regime place control world s energy market control mechanism utilize british imperial globalist interest open strait lead directly collapse british hegemony planet
2045455413861023835,"Iranian regime is on the verge of economic collapse, so obviously this is the last kick of a dying horse..",MB02,iranian regime is on the verge of economic collapse so obviously this is the last kick of a dying horse,iranian regime verge economic collapse obviously kick die horse
2045453088207646927,"IRGC is a failing regime with barely any military power left, on the brink of internal collapse. 

Trump is playing them dirty, NYC street style.

Nobody will come to help them actively in combat. Islamism is receiving the firm spanking it needs.",MB02,irgc is a failing regime with barely any military power left on the brink of internal collapse trump is playing them dirty nyc street style nobody will come to help them actively in combat islamism is receiving the firm spanking it needs,irgc fail regime barely military power leave brink internal collapse trump play dirty nyc street style come help actively combat islamism receive firm spanking need
2045450452209192963,"Trump now has the key and remote control of the Strait of Hormuz.
Iran islamic govt will beg to survive .
The end of that demonic Islamic regime in Iran will collapse soon because many in the Iranian got didn't support the idea of negotiating with trump when Isreal is giving ice",MB02,trump now has the key and remote control of the strait of hormuz iran islamic govt will beg to survive the end of that demonic islamic regime in iran will collapse soon because many in the iranian got didn t support the idea of negotiating with trump when isreal is giving ice,trump key remote control strait hormuz iran islamic govt beg survive end demonic islamic regime iran collapse soon iranian get didn t support idea negotiate trump isreal give ice
2045447157319454752,"It's pretty clear that Israel squad wiping the 'moderates' (read those willing to negotiate) in Iran has meant the leadership, particularly the IRGC leadership, has become much more radical.

This either ends with American capitulation or Iranian regime collapse.",MB02,it s pretty clear that israel squad wiping the moderates read those willing to negotiate in iran has meant the leadership particularly the irgc leadership has become much more radical this either ends with american capitulation or iranian regime collapse,s pretty clear israel squad wipe moderate read willing negotiate iran mean leadership particularly irgc leadership radical end american capitulation iranian regime collapse
2045442657254564083,I think the whole idea is to have chaos & disorder. Hopefully the plan is to get the regime to collapse within. Hard though for anyone to know what is going on.,MB02,i think the whole idea is to have chaos disorder hopefully the plan is to get the regime to collapse within hard though for anyone to know what is going on,think idea chaos disorder hopefully plan regime collapse hard know go
2045440913422295205,"Iran is the most evil regime ever” isn’t analysis it’s propaganda.

A century of world wars, nuclear bombings, and colonial violence makes that claim collapse instantly.

People aren’t that easy to fool anymore",MB02,iran is the most evil regime ever isn t analysis it s propaganda a century of world wars nuclear bombings and colonial violence makes that claim collapse instantly people aren t that easy to fool anymore,iran evil regime isn t analysis s propaganda century world war nuclear bombing colonial violence make claim collapse instantly people aren t easy fool anymore
2045440421497553020,Great overview and analysis of the current Iran war. Caveat preemptor — “Anything short of unconditional surrender or regime collapse just sets the clock ticking on the next war — this time with a nuclear-armed ayatollah.”,MB02,great overview and analysis of the current iran war caveat preemptor anything short of unconditional surrender or regime collapse just sets the clock ticking on the next war this time with a nuclear armed ayatollah,great overview analysis current iran war caveat preemptor short unconditional surrender regime collapse set clock tick war time nuclear armed ayatollah
2045435166806724804,"Per Fars News, the three conditions are: 
- Commercial ships only.
- No belligerent country cargo.
- Iran-designated routes with coordinated transit.

The framework didn't collapse and re-emerge. it's the same permissioning regime that has been operating since the ceasefire",MB02,per fars news the three conditions are commercial ships only no belligerent country cargo iran designated routes with coordinated transit the framework didn t collapse and re emerge it s the same permissioning regime that has been operating since the ceasefire,far news condition commercial ship belligerent country cargo iran designate route coordinated transit framework didn t collapse emerge s permissione regime operate ceasefire
2045434190447915519,"Which problem exactly do you have with ""the fall of Viktor Yanukovych’s regime"" phrase?

We need a conceptual framework that could coherently integrate both what happened after the Soviet collapse and the trends - towards political capitalism and towards nationalism too -",MB02,which problem exactly do you have with the fall of viktor yanukovych s regime phrase we need a conceptual framework that could coherently integrate both what happened after the soviet collapse and the trends towards political capitalism and towards nationalism too,problem exactly fall viktor yanukovych s regime phrase need conceptual framework coherently integrate happen soviet collapse trend political capitalism nationalism
2045427519814312418,Go and collapse the regime yourself. Or you not a man?,MB02,go and collapse the regime yourself or you not a man,collapse regime man
2045426420436885970,CONFIRMED: Several gulf states have signed secret deals with China on the sale of their oil and gas supplies using Chinese Yuan. This will effectively shift the international trade balance from petrodollar into the Petro Yuan regime. This is the clear indication of US collapse.,MB02,confirmed several gulf states have signed secret deals with china on the sale of their oil and gas supplies using chinese yuan this will effectively shift the international trade balance from petrodollar into the petro yuan regime this is the clear indication of us collapse,confirm gulf state sign secret deal china sale oil gas supply chinese yuan effectively shift international trade balance petrodollar petro yuan regime clear indication collapse
2045424980746448922,"Pakistan faked an attack in Bajaur on 14 April 2026, killing innocent civilians. 23 Pashtuns used as pawns to distract from economic collapse. They breed terrorism & manipulate masses for power. Time to expose this regime.
#BajaurFalseFlag #ExposePakistan",MB02,pakistan faked an attack in bajaur on 14 april 2026 killing innocent civilians 23 pashtuns used as pawns to distract from economic collapse they breed terrorism manipulate masses for power time to expose this regime bajaurfalseflag exposepakistan,pakistan fake attack bajaur april kill innocent civilian pashtun pawn distract economic collapse breed terrorism manipulate mass power time expose regime bajaurfalseflag exposepakistan
2045423484126351672,“Iran and the wider Middle East are currently at a pivotal turning point. The regime is teetering on the edge of collapse.”,MB02,iran and the wider middle east are currently at a pivotal turning point the regime is teetering on the edge of collapse,iran wide middle east currently pivotal turning point regime teeter edge collapse
2045421560421331344,"Our children were murdered by this regime. We will accept nothing less than total collapse of the Islamic Republic and coordination with Prince Reza Pahlavi. This is our final word.
#KingRezaPahlavi‌ForIran
#IranRevolution2026‌

@realDonaldTrump
 
@VP
 
@SecRubio
 
@marklevinshow",MB02,our children were murdered by this regime we will accept nothing less than total collapse of the islamic republic and coordination with prince reza pahlavi this is our final word kingrezapahlavi foriran iranrevolution2026,child murder regime accept total collapse islamic republic coordination prince reza pahlavi final word kingrezapahlavi foriran
2045419292254978138,"NO INTERNET. NO SIGNAL.
Regime at the table.
Iranians in total blackout.
Who are you really negotiating with?
No compromise.
No deal.
Only regime collapse.
Only the Shah’s return. 
JavidShah! 

Day 50 — 1,176 hours.
#DigitalBlackOutIran
#StopExecutionsInIran",MB02,no internet no signal regime at the table iranians in total blackout who are you really negotiating with no compromise no deal only regime collapse only the shah s return javidshah day 50 1 176 hours digitalblackoutiran stopexecutionsiniran,internet signal regime table iranian total blackout negotiate compromise deal regime collapse shah s return javidshah day hour digitalblackoutiran stopexecutionsiniran
2045416673159897276,"Pakistan faked an attack in Bajaur on 14 April 2026, killing innocent civilians. 23 Pashtuns used as pawns to distract from economic collapse. They breed terrorism & manipulate masses for power. Time to expose this regime.
#BajaurFalseFlag #ExposePakistan",MB02,pakistan faked an attack in bajaur on 14 april 2026 killing innocent civilians 23 pashtuns used as pawns to distract from economic collapse they breed terrorism manipulate masses for power time to expose this regime bajaurfalseflag exposepakistan,pakistan fake attack bajaur april kill innocent civilian pashtun pawn distract economic collapse breed terrorism manipulate mass power time expose regime bajaurfalseflag exposepakistan
2045410561995792602,"This statement simply says 
@POTUS
 lies & we r not withdrawing. In Persian version, term ""lie"" exists, replaced by ""false""  in English version (hope this softened translation is not interpreted as a second regime change). #Iran regime is on the verge of collapse, but they will",MB02,this statement simply says lies we r not withdrawing in persian version term lie exists replaced by false in english version hope this softened translation is not interpreted as a second regime change iran regime is on the verge of collapse but they will,statement simply say lie r withdraw persian version term lie exist replace false english version hope soften translation interpret second regime change iran regime verge collapse
2045409775245230439,"Your whole analysis stands accurate. But, we have to understand that Iran's winning is not based on defeating USA militarily but to make the war prolonged and costly for the USA and not letting Iranian regime's regime collapse. And, it that manner Iran has emerged victorious.",MB02,your whole analysis stands accurate but we have to understand that iran s winning is not based on defeating usa militarily but to make the war prolonged and costly for the usa and not letting iranian regime s regime collapse and it that manner iran has emerged victorious,analysis stand accurate understand iran s win base defeat usa militarily war prolonged costly usa let iranian regime s regime collapse manner iran emerge victorious
2045404354253926693,"Pakistan faked an attack in Bajaur on 14 April 2026, killing innocent civilians. 23 Pashtuns used as pawns to distract from economic collapse. They breed terrorism & manipulate masses for power. Time to expose this regime.
#BajaurFalseFlag #ExposePakistan",MB02,pakistan faked an attack in bajaur on 14 april 2026 killing innocent civilians 23 pashtuns used as pawns to distract from economic collapse they breed terrorism manipulate masses for power time to expose this regime bajaurfalseflag exposepakistan,pakistan fake attack bajaur april kill innocent civilian pashtun pawn distract economic collapse breed terrorism manipulate mass power time expose regime bajaurfalseflag exposepakistan
2045400293710471508,"He speaks as if we're all just ""actors"" in some grand geopolitical theatre for you to analyze from afar—regime changers, hawks, their theories of change. But this isn't a show. We're real people living every day under decades of repression, economic collapse, executions, and",MB02,he speaks as if we re all just actors in some grand geopolitical theatre for you to analyze from afar regime changers hawks their theories of change but this isn t a show we re real people living every day under decades of repression economic collapse executions and,speak actor grand geopolitical theatre analyze afar regime changer hawk theory change isn t real people live day decade repression economic collapse execution
2045399803203592596,"Blocking the Strait of Hormuz would cut off the regime’s oil income, but without a clear strategy for regime change, pressure alone won’t work. It’s a failure if it doesn’t lead to regime collapse. #DigitalBlackoutIran #KingRezaPahlaviForIran",MB02,blocking the strait of hormuz would cut off the regime s oil income but without a clear strategy for regime change pressure alone won t work it s a failure if it doesn t lead to regime collapse digitalblackoutiran kingrezapahlaviforiran,block strait hormuz cut regime s oil income clear strategy regime change pressure win t work s failure doesn t lead regime collapse digitalblackoutiran kingrezapahlaviforiran
2045399721959977051,"Blocking the Strait of Hormuz would cut off the regime’s oil income, but without a clear strategy for regime change, pressure alone won’t work. It’s a failure if it doesn’t lead to regime collapse. #DigitalBlackoutIran #KingRezaPahlaviForIran",MB02,blocking the strait of hormuz would cut off the regime s oil income but without a clear strategy for regime change pressure alone won t work it s a failure if it doesn t lead to regime collapse digitalblackoutiran kingrezapahlaviforiran,block strait hormuz cut regime s oil income clear strategy regime change pressure win t work s failure doesn t lead regime collapse digitalblackoutiran kingrezapahlaviforiran
2045399616376758278,"Blocking the Strait of Hormuz would cut off the regime’s oil income, but without a clear strategy for regime change, pressure alone won’t work. It’s a failure if it doesn’t lead to regime collapse. #DigitalBlackoutIran #KingRezaPahlaviForIran",MB02,blocking the strait of hormuz would cut off the regime s oil income but without a clear strategy for regime change pressure alone won t work it s a failure if it doesn t lead to regime collapse digitalblackoutiran kingrezapahlaviforiran,block strait hormuz cut regime s oil income clear strategy regime change pressure win t work s failure doesn t lead regime collapse digitalblackoutiran kingrezapahlaviforiran
2045399549531890158,"Iranians will settle for nothing less than complete regime collapse. #TrumpDontStop 
#KingRezaPahlaviForIran 
@NEWSMAX
 
@Reuters
 
@washingtonpost
 
@FoxNews
 
@POTUS
 #DigitalBlackOutIran‌",MB02,iranians will settle for nothing less than complete regime collapse trumpdontstop kingrezapahlaviforiran digitalblackoutiran,iranians settle complete regime collapse trumpdontstop kingrezapahlaviforiran digitalblackoutiran
2045399529609183420,"Blocking the Strait of Hormuz would cut off the regime’s oil income, but without a clear strategy for regime change, pressure alone won’t work. It’s a failure if it doesn’t lead to regime collapse. #DigitalBlackoutIran #KingRezaPahlaviForIran",MB02,blocking the strait of hormuz would cut off the regime s oil income but without a clear strategy for regime change pressure alone won t work it s a failure if it doesn t lead to regime collapse digitalblackoutiran kingrezapahlaviforiran,block strait hormuz cut regime s oil income clear strategy regime change pressure win t work s failure doesn t lead regime collapse digitalblackoutiran kingrezapahlaviforiran
2045399431688945699,"Blocking the Strait of Hormuz would cut off the regime’s oil income, but without a clear strategy for regime change, pressure alone won’t work. It’s a failure if it doesn’t lead to regime collapse. #DigitalBlackoutIran #KingRezaPahlaviForIran",MB02,blocking the strait of hormuz would cut off the regime s oil income but without a clear strategy for regime change pressure alone won t work it s a failure if it doesn t lead to regime collapse digitalblackoutiran kingrezapahlaviforiran,block strait hormuz cut regime s oil income clear strategy regime change pressure win t work s failure doesn t lead regime collapse digitalblackoutiran kingrezapahlaviforiran
2045399378849104068,"Blocking the Strait of Hormuz would cut off the regime’s oil income, but without a clear strategy for regime change, pressure alone won’t work. It’s a failure if it doesn’t lead to regime collapse. #DigitalBlackoutIran #KingRezaPahlaviForIran",MB02,blocking the strait of hormuz would cut off the regime s oil income but without a clear strategy for regime change pressure alone won t work it s a failure if it doesn t lead to regime collapse digitalblackoutiran kingrezapahlaviforiran,block strait hormuz cut regime s oil income clear strategy regime change pressure win t work s failure doesn t lead regime collapse digitalblackoutiran kingrezapahlaviforiran
2045399286964535695,"Blocking the Strait of Hormuz would cut off the regime’s oil income, but without a clear strategy for regime change, pressure alone won’t work. It’s a failure if it doesn’t lead to regime collapse. #DigitalBlackoutIran #KingRezaPahlaviForIran",MB02,blocking the strait of hormuz would cut off the regime s oil income but without a clear strategy for regime change pressure alone won t work it s a failure if it doesn t lead to regime collapse digitalblackoutiran kingrezapahlaviforiran,block strait hormuz cut regime s oil income clear strategy regime change pressure win t work s failure doesn t lead regime collapse digitalblackoutiran kingrezapahlaviforiran
2045398108817830004,"Yes, and with a debilitated regime, destroyed military infrastructure, and a government on the verge of collapse. Regime change was always the goal along with an end to IRGC funding terrorist groups. Seems like winning to me.",MB02,yes and with a debilitated regime destroyed military infrastructure and a government on the verge of collapse regime change was always the goal along with an end to irgc funding terrorist groups seems like winning to me,yes debilitated regime destroy military infrastructure government verge collapse regime change goal end irgc fund terrorist group like win
2045396161410802030,"If the internet hadn't been cut off, no one would have needed 40 days of war and 10 days of cease-fire. The IR regime would collapse in the first week. #DigitalBlackOutIran‌ #KingRezaPahlavi‌ForIran",MB02,if the internet hadn t been cut off no one would have needed 40 days of war and 10 days of cease fire the ir regime would collapse in the first week digitalblackoutiran kingrezapahlavi foriran,internet hadn t cut need day war day cease fire ir regime collapse week digitalblackoutiran kingrezapahlavi foriran
2045393501299548572,A regime change that caused it to split into 15 different countries? Sounds more like a collapse.,MB02,a regime change that caused it to split into 15 different countries sounds more like a collapse,regime change cause split different country sound like collapse
2045393312979542087,conflict will end with the collapse of Islamic regime. if you really care about peace help the Iranians to get rid of Islamic regime.,MB02,conflict will end with the collapse of islamic regime if you really care about peace help the iranians to get rid of islamic regime,conflict end collapse islamic regime care peace help iranians rid islamic regime
2045392180802396314,It's a sinisterly orchestrated classical collapse of the current regime,MB02,it s a sinisterly orchestrated classical collapse of the current regime,s sinisterly orchestrate classical collapse current regime
2045389136673022308,"Pakistan faked an attack in Bajaur on 14 April 2026, killing innocent civilians. 23 Pashtuns used as pawns to distract from economic collapse. They breed terrorism & manipulate masses for power. Time to expose this regime.
#BajaurFalseFlag #ExposePakistan",MB02,pakistan faked an attack in bajaur on 14 april 2026 killing innocent civilians 23 pashtuns used as pawns to distract from economic collapse they breed terrorism manipulate masses for power time to expose this regime bajaurfalseflag exposepakistan,pakistan fake attack bajaur april kill innocent civilian pashtun pawn distract economic collapse breed terrorism manipulate mass power time expose regime bajaurfalseflag exposepakistan
2045386376896790953,"Pakistan faked an attack in Bajaur on 14 April 2026, killing innocent civilians. 23 Pashtuns used as pawns to distract from economic collapse. They breed terrorism & manipulate masses for power. Time to expose this regime.
#BajaurFalseFlag #ExposePakistan",MB02,pakistan faked an attack in bajaur on 14 april 2026 killing innocent civilians 23 pashtuns used as pawns to distract from economic collapse they breed terrorism manipulate masses for power time to expose this regime bajaurfalseflag exposepakistan,pakistan fake attack bajaur april kill innocent civilian pashtun pawn distract economic collapse breed terrorism manipulate mass power time expose regime bajaurfalseflag exposepakistan
2045383754118525075,"While it’s true we did gain air superiority, China did promise to send more missiles. The leaders we killed were just replaced by more extreme hardliners of the same ideology. The regime will probably not collapse.",MB02,while it s true we did gain air superiority china did promise to send more missiles the leaders we killed were just replaced by more extreme hardliners of the same ideology the regime will probably not collapse,s true gain air superiority china promise send missile leader kill replace extreme hardliner ideology regime probably collapse
2045382946119725138,"Pakistan faked an attack in Bajaur on 14 April 2026, killing innocent civilians. 23 Pashtuns used as pawns to distract from economic collapse. They breed terrorism & manipulate masses for power. Time to expose this regime.
#BajaurFalseFlag #ExposePakistan",MB02,pakistan faked an attack in bajaur on 14 april 2026 killing innocent civilians 23 pashtuns used as pawns to distract from economic collapse they breed terrorism manipulate masses for power time to expose this regime bajaurfalseflag exposepakistan,pakistan fake attack bajaur april kill innocent civilian pashtun pawn distract economic collapse breed terrorism manipulate mass power time expose regime bajaurfalseflag exposepakistan
2045381992821542978,"Pakistan faked an attack in Bajaur on 14 April 2026, killing innocent civilians. 23 Pashtuns used as pawns to distract from economic collapse. They breed terrorism & manipulate masses for power. Time to expose this regime.
#BajaurFalseFlag #ExposePakistan",MB02,pakistan faked an attack in bajaur on 14 april 2026 killing innocent civilians 23 pashtuns used as pawns to distract from economic collapse they breed terrorism manipulate masses for power time to expose this regime bajaurfalseflag exposepakistan,pakistan fake attack bajaur april kill innocent civilian pashtun pawn distract economic collapse breed terrorism manipulate mass power time expose regime bajaurfalseflag exposepakistan
2045381163196293142,"(2/8)…Potentially the hardline Islamic regime of the IRGC are willing more to NOT extend the truce of ceasefire to tackle any civilian unrest 

Contingency plans account for regime collapse risks—civil unrest, IRGC defections, or army fractures—driven by the blockade 

These US",MB02,2 8 potentially the hardline islamic regime of the irgc are willing more to not extend the truce of ceasefire to tackle any civilian unrest contingency plans account for regime collapse risks civil unrest irgc defections or army fractures driven by the blockade these us,potentially hardline islamic regime irgc willing extend truce ceasefire tackle civilian unrest contingency plan account regime collapse risk civil unrest irgc defection army fracture drive blockade
2045381055708860714,"no victory without regime collapse, #FreeIran with @PahlaviReza",MB02,no victory without regime collapse freeiran with,victory regime collapse freeiran
2045380439179768034,"A country created out of the blood of innocent people cannot last. If the western nations who weaponise, and bankroll this pretend country of Israel withdrew their support, the Zionist regime would collapse like a burst balloon. Free Palestine!",MB02,a country created out of the blood of innocent people cannot last if the western nations who weaponise and bankroll this pretend country of israel withdrew their support the zionist regime would collapse like a burst balloon free palestine,country create blood innocent people western nation weaponise bankroll pretend country israel withdraw support zionist regime collapse like burst balloon free palestine
2045379660976939335,"They said there would be regime change.

They said Iran would collapse in a day.

Instead Israel and the US were forced into begging for a ceasefire. Retard",MB02,they said there would be regime change they said iran would collapse in a day instead israel and the us were forced into begging for a ceasefire retard,say regime change say iran collapse day instead israel force beg ceasefire retard
2045379394219208886,Your disgusting app only serves to monitor European citizens on the internet. Your neo-Nazi regime is obsessed with control but will soon collapse,MB02,your disgusting app only serves to monitor european citizens on the internet your neo nazi regime is obsessed with control but will soon collapse,disgusting app serve monitor european citizen internet neo nazi regime obsess control soon collapse
2045379059228487850,Like if we collapse or regime change Iran it is maybe easier to bring our troops home,MB02,like if we collapse or regime change iran it is maybe easier to bring our troops home,like collapse regime change iran maybe easy bring troop home
2045377434011488749,"Rogue Communist Regime should be held accountable for INHUMANITY.

IT'S BEST TO COLLAPSE & DIVIDE INTO SEVERAL PIECES.",MB02,rogue communist regime should be held accountable for inhumanity it s best to collapse divide into several pieces,rogue communist regime hold accountable inhumanity s good collapse divide piece
2045373342442475887,"Even if they make a deal with the us which they will not, after a couple of years, there will be another uprising and they regime will collapse. But atm, this is the most thing he can do without ground invasion.",MB02,even if they make a deal with the us which they will not after a couple of years there will be another uprising and they regime will collapse but atm this is the most thing he can do without ground invasion,deal couple year uprising regime collapse atm thing ground invasion
2045372499706171753,"Serious analysis shows authoritarian regimes rarely liberalize without pressure. External constraint (sanctions, isolation, deterrence) + internal dissent is the historically consistent pathway to regime collapse—not passive engagement.",MB02,serious analysis shows authoritarian regimes rarely liberalize without pressure external constraint sanctions isolation deterrence internal dissent is the historically consistent pathway to regime collapse not passive engagement,analysis show authoritarian regime rarely liberalize pressure external constraint sanction isolation deterrence internal dissent historically consistent pathway regime collapse passive engagement
2045372128606740626,"The Islamic regime stands on money, force, and control of information. Sanctions hit the money, deterrence hits the force, and open communication weakens control. Remove those pillars, and collapse becomes a matter of time.",MB02,the islamic regime stands on money force and control of information sanctions hit the money deterrence hits the force and open communication weakens control remove those pillars and collapse becomes a matter of time,islamic regime stand money force control information sanction hit money deterrence hit force open communication weaken control remove pillar collapse matter time
2045371533225550188,"Iranian 

We stand with Israel and support the Israel people. Hezbollah must destroy and fall. And also Islamic terrorist regime which fund the Hezbollah must collapse and destroy, totally change the regime in Iran.
Long live IRAN AND ISRAEL  and AMERICA",MB02,iranian we stand with israel and support the israel people hezbollah must destroy and fall and also islamic terrorist regime which fund the hezbollah must collapse and destroy totally change the regime in iran long live iran and israel and america,iranian stand israel support israel people hezbollah destroy fall islamic terrorist regime fund hezbollah collapse destroy totally change regime iran long live iran israel america
2045364763312455785,Epstein regime. It is going to collapse,MB02,epstein regime it is going to collapse,epstein regime go collapse
2045362740739313873,"An air campaign that yielded the results of an air campaign, which is to say, not much.
 It's a military failure; no objectives were achieved.
 The political regime did not collapse under the bombs.
 They just mowed the lawn.",MB02,an air campaign that yielded the results of an air campaign which is to say not much it s a military failure no objectives were achieved the political regime did not collapse under the bombs they just mowed the lawn,air campaign yield result air campaign s military failure objective achieve political regime collapse bomb mow lawn
2045361002636567001,"An air campaign that yielded the results of an air campaign, which is to say, not much.
 It's a military failure; no objectives were achieved.
 The political regime did not collapse under the bombs.
 They just mowed the lawn.",MB02,an air campaign that yielded the results of an air campaign which is to say not much it s a military failure no objectives were achieved the political regime did not collapse under the bombs they just mowed the lawn,air campaign yield result air campaign s military failure objective achieve political regime collapse bomb mow lawn
2045360032850559102,"For mullahs regime, which has been at the brink of collapse, survival is a victory. A lifeline . It might be a potential win for President Trump, but it is a great feature threat. رژیم اشغالگر ملایان اگر سرنگون نشود چند سال دیگه با بمب لتم برمیگردد",MB02,for mullahs regime which has been at the brink of collapse survival is a victory a lifeline it might be a potential win for president trump but it is a great feature threat رژیم اشغالگر ملایان اگر سرنگون نشود چند سال دیگه با بمب لتم برمیگردد,mullah regime brink collapse survival victory lifeline potential win president trump great feature threat رژیم اشغالگر ملایان اگر سرنگون نشود چند سال دیگه با بمب لتم برمیگردد
2045358981343072490,"You idiot, the Islamic regime will collapse one way or another!",MB02,you idiot the islamic regime will collapse one way or another,idiot islamic regime collapse way
2045358129156628534,The fall of Lord Voldemort and the collapse of his Death Eater regime saw the greatest peacetime reduction in life expectancy and standard of living of any major wizarding population ever. Just an fyi.,MB02,the fall of lord voldemort and the collapse of his death eater regime saw the greatest peacetime reduction in life expectancy and standard of living of any major wizarding population ever just an fyi,fall lord voldemort collapse death eater regime see great peacetime reduction life expectancy standard living major wizarde population fyi
